dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl,dscDateUpdated,dscDateUpdatedMax,DatesyncNPD
6406/12-4 S (Boomerang),Neptune Energy Norge AS,Production not evaluated,OIL,6406/12-4 S,Norwegian Sea,,,2015,,PRODUCTION LICENSE,586,27051665,,7721,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=27051665,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=27051665,03.10.2019,03.01.2020,24.01.2020
6406/2-1 Lavrans,Equinor Energy AS,Production in clarification phase,GAS/CONDENSATE,6406/2-1,Norwegian Sea,,,1995,,PRODUCTION LICENSE,199,44834,,2444,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44834,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44834,03.10.2019,12.12.2019,24.01.2020
6406/2-3 Kristin,Equinor Energy AS,Producing,GAS/CONDENSATE,6406/2-3,Norwegian Sea,KRISTIN,17.12.2001,1997,,BUSINESS ARRANGEMENT AREA,HALTENBANKEN VEST UNIT,44840,1854729,2849,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44840,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1854729,03.10.2019,11.12.2019,24.01.2020
6406/2-6 Ragnfrid,Equinor Energy AS,Production is unlikely,GAS/CONDENSATE,6406/2-6,Norwegian Sea,,,1998,,PRODUCTION LICENSE,199,105682,,3407,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=105682,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=105682,03.10.2019,12.12.2019,24.01.2020
6406/2-7 (Erlend),Equinor Energy AS,"Production likely, but unclarified",GAS/CONDENSATE,6406/2-7,Norwegian Sea,,,1999,,PRODUCTION LICENSE,199,916112,,3878,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=916112,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=916112,03.10.2019,12.12.2019,24.01.2020
6406/2-8 (Imsa),,Production is unlikely,OIL,6406/2-8,Norwegian Sea,,,2015,,,,26337302,,7618,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26337302,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26337302,03.10.2019,03.10.2019,24.01.2020
6406/2-9 S (Ragnfrid Nord),Equinor Energy AS,Production not evaluated,GAS/CONDENSATE,6406/2-9 S,Norwegian Sea,,,2019,,PRODUCTION LICENSE,199,33913959,,8562,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=33913959,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=33913959,03.10.2019,12.12.2019,24.01.2020
6406/3-2 Trestakk,Equinor Energy AS,Producing,OIL,6406/3-2,Norwegian Sea,TRESTAKK,30.03.2017,1986,,PRODUCTION LICENSE,091,44846,29396445,863,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44846,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29396445,03.10.2019,12.12.2019,24.01.2020
6406/3-8 Maria,Wintershall Dea Norge AS,Producing,OIL/GAS,6406/3-8,Norwegian Sea,MARIA,04.09.2015,2010,,PRODUCTION LICENSE,475 BS,18212080,26465170,6350,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18212080,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=26465170,18.11.2019,18.11.2019,24.01.2020
6406/3-9,,Production is unlikely,OIL,6406/3-9,Norwegian Sea,,,2012,,,,21636940,,6594,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21636940,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21636940,03.10.2019,03.10.2019,24.01.2020
6406/5-1,Total E&P Norge AS,Production is unlikely,GAS/CONDENSATE,6406/5-1,Norwegian Sea,,,2002,,PRODUCTION LICENSE,255 B,2074021,,4451,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074021,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=2074021,03.10.2019,03.10.2019,24.01.2020
6406/6-3 (Mjøsa),,Production is unlikely,GAS,6406/6-3,Norwegian Sea,,,2013,,,,23411075,,7156,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23411075,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23411075,03.10.2019,03.10.2019,24.01.2020
6406/6-4 S,,Production is unlikely,GAS/CONDENSATE,6406/6-4 S,Norwegian Sea,,,2015,,,,27052647,,7658,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=27052647,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=27052647,03.10.2019,03.10.2019,24.01.2020
6406/6-6 S (Jasper),Total E&P Norge AS,Production is unlikely,GAS,6406/6-6 S,Norwegian Sea,,,2018,,PRODUCTION LICENSE,255 B,33984359,,8550,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=33984359,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=33984359,03.10.2019,03.10.2019,24.01.2020
6406/9-1 Linnorm,A/S Norske Shell,Production in clarification phase,GAS,6406/9-1,Norwegian Sea,,,2005,,PRODUCTION LICENSE,255,3435686,,4927,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3435686,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=3435686,09.01.2020,09.01.2020,24.01.2020
6406/9-3 (Onyx Sør),,Production is unlikely,GAS,6406/9-3,Norwegian Sea,,,2013,,,,23761877,,7141,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23761877,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23761877,03.10.2019,03.10.2019,24.01.2020
6407/1-2 Tyrihans Sør,Equinor Energy AS,Producing,GAS/CONDENSATE,6407/1-2,Norwegian Sea,TYRIHANS,16.02.2006,1983,,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,44852,3960848,61,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44852,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3960848,03.10.2019,11.12.2019,24.01.2020
6407/1-3 Tyrihans Nord,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6407/1-3,Norwegian Sea,TYRIHANS,16.02.2006,1984,6407/1-2 Tyrihans Sør,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,44858,3960848,29,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44858,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3960848,03.10.2019,11.12.2019,24.01.2020
6407/1-6 S,Equinor Energy AS,Production is unlikely,GAS/CONDENSATE,6407/1-6 S,Norwegian Sea,,,2013,,PRODUCTION LICENSE,263 D,23137754,,7086,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23137754,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23137754,03.10.2019,04.01.2020,24.01.2020
6407/1-7,,Production is unlikely,GAS/CONDENSATE,6407/1-7,Norwegian Sea,,,2014,,,,24670839,,7412,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24670839,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=24670839,03.10.2019,03.10.2019,24.01.2020
6407/2-5 S (Nona),Equinor Energy AS,"Production likely, but unclarified",OIL/GAS,6407/2-5 S,Norwegian Sea,,,2009,,PRODUCTION LICENSE,074,17115700,,6151,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17115700,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=17115700,09.01.2020,09.01.2020,24.01.2020
6407/2-6 S (Flyndretind),Equinor Energy AS,Production in clarification phase,OIL/GAS,6407/2-6 S,Norwegian Sea,,,2010,,PRODUCTION LICENSE,473,18104628,,6351,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18104628,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=18104628,03.10.2019,12.12.2019,24.01.2020
6407/4-1 (Spinell Sør),,Production is unlikely,GAS/CONDENSATE,6407/4-1,Norwegian Sea,,,1985,,,,44864,,490,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44864,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44864,03.10.2019,03.10.2019,24.01.2020
6407/5-2 S (Cortina),Equinor Energy AS,Production is unlikely,GAS,6407/5-2 S,Norwegian Sea,,,2011,,PRODUCTION LICENSE,796,21076978,,6648,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21076978,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21076978,03.10.2019,03.10.2019,24.01.2020
6407/6-3 Mikkel,Equinor Energy AS,Producing,GAS/CONDENSATE,6407/6-3,Norwegian Sea,MIKKEL,14.09.2001,1987,,BUSINESS ARRANGEMENT AREA,MIKKEL UNIT,44870,1630514,1024,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44870,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1630514,03.10.2019,11.12.2019,24.01.2020
6407/6-6 Mikkel Sør,Equinor Energy AS,Production in clarification phase,GAS,6407/6-6,Norwegian Sea,,,2008,,PRODUCTION LICENSE,312,4972665,,5636,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972665,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=4972665,03.10.2019,12.12.2019,24.01.2020
6407/6-7 S Mikkel Sør,Equinor Energy AS,Included in other discovery,GAS,6407/6-7 S,Norwegian Sea,,,2009,6407/6-6 Mikkel Sør,PRODUCTION LICENSE,312,5506872,,6100,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506872,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5506872,03.10.2019,12.12.2019,24.01.2020
6407/7-1 S Njord,Equinor Energy AS,Producing,OIL,6407/7-1 S,Norwegian Sea,NJORD,12.06.1995,1986,,BUSINESS ARRANGEMENT AREA,NJORD UNIT,44876,43751,474,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44876,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43751,03.10.2019,18.11.2019,24.01.2020
6407/7-6,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6407/7-6,Norwegian Sea,NJORD,25.11.2004,2000,6407/7-1 S Njord,BUSINESS ARRANGEMENT AREA,NJORD UNIT,1341958,43751,4172,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1341958,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43751,03.10.2019,18.11.2019,24.01.2020
6407/7-7 S,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6407/7-7 S,Norwegian Sea,NJORD,11.12.2007,2007,6407/7-1 S Njord,BUSINESS ARRANGEMENT AREA,NJORD UNIT,4527314,43751,5550,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4527314,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43751,03.10.2019,18.11.2019,24.01.2020
6407/7-8 (Noatun),Equinor Energy AS,"Production likely, but unclarified",GAS,6407/7-8,Norwegian Sea,,,2008,,PRODUCTION LICENSE,107 D,5071896,,5844,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5071896,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5071896,03.10.2019,18.11.2019,24.01.2020
6407/7-9 A,Equinor Energy AS,Included in other discovery,GAS,6407/7-9 A,Norwegian Sea,,,2016,6407/7-9 S,BUSINESS ARRANGEMENT AREA,NJORD UNIT,28576514,,8050,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28576514,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28576514,03.10.2019,18.11.2019,24.01.2020
6407/7-9 S,Equinor Energy AS,"Production likely, but unclarified",OIL/GAS,6407/7-9 S,Norwegian Sea,,,2016,,BUSINESS ARRANGEMENT AREA,NJORD UNIT,28576505,,8029,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28576505,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28576505,03.10.2019,18.11.2019,24.01.2020
6407/8-2 (Tau),,Production is unlikely,OIL/GAS,6407/8-2,Norwegian Sea,,,1994,,,,44882,,2434,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44882,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44882,07.11.2019,07.11.2019,24.01.2020
6407/8-4 A,,Included in other discovery,GAS,6407/8-4 A,Norwegian Sea,,,2008,6407/8-4 S,,,5010050,,5814,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010050,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5010050,03.10.2019,03.10.2019,24.01.2020
6407/8-4 S,,Production is unlikely,GAS,6407/8-4 S,Norwegian Sea,,,2008,,,,5010066,,5813,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010066,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5010066,03.10.2019,03.10.2019,24.01.2020
6407/8-5 A,Equinor Energy AS,Included in other discovery,OIL,6407/8-5 A,Norwegian Sea,HYME,24.06.2011,2009,6407/8-5 S Hyme,PRODUCTION LICENSE,348,28578601,20474183,6153,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28578601,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20474183,03.10.2019,18.11.2019,24.01.2020
6407/8-5 S Hyme,Equinor Energy AS,Producing,OIL,6407/8-5 S,Norwegian Sea,HYME,24.06.2011,2009,,PRODUCTION LICENSE,348,5506881,20474183,6110,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506881,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20474183,03.10.2019,18.11.2019,24.01.2020
6407/8-6 Bauge,Equinor Energy AS,Approved for production,OIL,6407/8-6,Norwegian Sea,BAUGE,20.06.2017,2013,,PRODUCTION LICENSE,348,23867160,29446221,7265,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23867160,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29446221,03.10.2019,18.11.2019,24.01.2020
6407/9-1 Draugen,OKEA ASA,Producing,OIL,6407/9-1,Norwegian Sea,DRAUGEN,19.12.1988,1984,,PRODUCTION LICENSE,093,44888,43758,133,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44888,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43758,03.10.2019,03.10.2019,24.01.2020
6407/9-9 (Hasselmus),OKEA ASA,Production in clarification phase,OIL/GAS,6407/9-9,Norwegian Sea,,,1999,,PRODUCTION LICENSE,093,110258,,1990,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=110258,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=110258,09.01.2020,10.01.2020,24.01.2020
6506/11-10 (Hades-Iris),OMV (Norge) AS,"Production likely, but unclarified",GAS/CONDENSATE,6506/11-10,Norwegian Sea,,,2018,,PRODUCTION LICENSE,644 B,31164710,,8317,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=31164710,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=31164710,09.01.2020,09.01.2020,24.01.2020
6506/11-2 (Lange),Equinor Energy AS,"Production likely, but unclarified",OIL/GAS,6506/11-2,Norwegian Sea,,,1991,,PRODUCTION LICENSE,134,44894,,1754,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44894,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44894,03.10.2019,03.10.2019,24.01.2020
6506/11-7 Morvin,Equinor Energy AS,Producing,OIL/GAS,6506/11-7,Norwegian Sea,MORVIN,25.04.2008,2001,,PRODUCTION LICENSE,134 B,1630175,4966234,3322,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630175,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4966234,03.10.2019,03.10.2019,24.01.2020
6506/12-1 Smørbukk,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6506/12-1,Norwegian Sea,ÅSGARD,14.06.1996,1985,6507/11-1 Midgard,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,44900,43765,1004,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44900,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,03.10.2019,11.12.2019,24.01.2020
6506/12-12 S,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6506/12-12 S,Norwegian Sea,ÅSGARD,30.11.2011,2009,6507/11-1 Midgard,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,18104901,43765,6144,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18104901,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,03.10.2019,12.12.2019,24.01.2020
